"url","Name","Name_link","Country","Capacity","Status","Type","Owner","Operator","Connection"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Smolensk 3","http://www.world-nuclear.org/reactor/default.aspx/SMOLENSK-3","Russia","925 MWe","OPERABLE","Light Water Graphite Reactor","Joint Stock Company 'Concern Rosenergoatom'","Joint Stock Company 'Concern Rosenergoatom'","17 January 1990"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","South Texas 1","http://www.world-nuclear.org/reactor/default.aspx/SOUTH%20TEXAS-1","United States Of America","1280 MWe","OPERABLE","Pressurised Water Reactor","NRG Energy, Inc","STP Nuclear Operating Co.","30 March 1988"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","South Texas 2","http://www.world-nuclear.org/reactor/default.aspx/SOUTH%20TEXAS-2","United States Of America","1280 MWe","OPERABLE","Pressurised Water Reactor","NRG Energy, Inc","STP Nuclear Operating Co.","11 April 1989"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","South Ukraine 1","http://www.world-nuclear.org/reactor/default.aspx/SOUTH%20UKRAINE-1","Ukraine","950 MWe","OPERABLE","Pressurised Water Reactor","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”","31 December 1982"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","South Ukraine 2","http://www.world-nuclear.org/reactor/default.aspx/SOUTH%20UKRAINE-2","Ukraine","950 MWe","OPERABLE","Pressurised Water Reactor","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”","6 January 1985"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","South Ukraine 3","http://www.world-nuclear.org/reactor/default.aspx/SOUTH%20UKRAINE-3","Ukraine","950 MWe","OPERABLE","Pressurised Water Reactor","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”","State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”","20 September 1989"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","St. Alban 1","http://www.world-nuclear.org/reactor/default.aspx/ST.%20ALBAN-1","France","1335 MWe","OPERABLE","Pressurised Water Reactor","EDF","EDF","30 August 1985"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","St. Alban 2","http://www.world-nuclear.org/reactor/default.aspx/ST.%20ALBAN-2","France","1335 MWe","OPERABLE","Pressurised Water Reactor","EDF","EDF","3 July 1986"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","St. Laurent A 1","http://www.world-nuclear.org/reactor/default.aspx/ST.%20LAURENT%20A-1","France","390 MWe","PERMANENT SHUTDOWN","Gas-Cooled Reactor","EDF","EDF","14 March 1969"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","St. Laurent A 2","http://www.world-nuclear.org/reactor/default.aspx/ST.%20LAURENT%20A-2","France","465 MWe","PERMANENT SHUTDOWN","Gas-Cooled Reactor","EDF","EDF","9 August 1971"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","St. Laurent B 1","http://www.world-nuclear.org/reactor/default.aspx/ST.%20LAURENT%20B-1","France","915 MWe","OPERABLE","Pressurised Water Reactor","EDF","EDF","21 January 1981"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","St. Laurent B 2","http://www.world-nuclear.org/reactor/default.aspx/ST.%20LAURENT%20B-2","France","915 MWe","OPERABLE","Pressurised Water Reactor","EDF","EDF","1 June 1981"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","St. Lucie 1","http://www.world-nuclear.org/reactor/default.aspx/ST.%20LUCIE-1","United States Of America","982 MWe","OPERABLE","Pressurised Water Reactor","Florida Power & Light Co.","Florida Power & Light Co.","7 May 1976"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","St. Lucie 2","http://www.world-nuclear.org/reactor/default.aspx/ST.%20LUCIE-2","United States Of America","987 MWe","OPERABLE","Pressurised Water Reactor","Florida Power & Light Co.","Florida Power & Light Co.","13 June 1983"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Stade","http://www.world-nuclear.org/reactor/default.aspx/STADE","Germany","640 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","Kernkraftwerk Stade Gmbh","E.On Kernkraft Gmbh","29 January 1972"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Summer 1","http://www.world-nuclear.org/reactor/default.aspx/SUMMER-1","United States Of America","971 MWe","OPERABLE","Pressurised Water Reactor","South Carolina Electric & Gas Co.","South Carolina Electric & Gas Co.","16 November 1982"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Summer 2","http://www.world-nuclear.org/reactor/default.aspx/SUMMER-2","United States Of America","1117 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","South Carolina Electric & Gas Co.","South Carolina Electric & Gas Co.",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Summer 3","http://www.world-nuclear.org/reactor/default.aspx/SUMMER-3","United States Of America","1117 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","South Carolina Electric & Gas Co.","South Carolina Electric & Gas Co.",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Super Phenix","http://www.world-nuclear.org/reactor/default.aspx/SUPER-PHENIX","France","1200 MWe","PERMANENT SHUTDOWN","Fast Reactor","EDF","EDF","14 January 1986"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Surry 1","http://www.world-nuclear.org/reactor/default.aspx/SURRY-1","United States Of America","838 MWe","OPERABLE","Pressurised Water Reactor","Dominion Resources, Inc.","Dominion Generation","4 July 1972"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Surry 2","http://www.world-nuclear.org/reactor/default.aspx/SURRY-2","United States Of America","838 MWe","OPERABLE","Pressurised Water Reactor","Dominion Resources, Inc.","Dominion Generation","10 March 1973"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Susquehanna 1","http://www.world-nuclear.org/reactor/default.aspx/SUSQUEHANNA-1","United States Of America","1257 MWe","OPERABLE","Boiling Water Reactor","PPL Corporation","PPL Susquehanna LLC","16 November 1982"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Susquehanna 2","http://www.world-nuclear.org/reactor/default.aspx/SUSQUEHANNA-2","United States Of America","1257 MWe","OPERABLE","Boiling Water Reactor","PPL Corporation","PPL Susquehanna LLC","3 July 1984"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Taishan 1","http://www.world-nuclear.org/reactor/default.aspx/TAISHAN-1","China","1660 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Guangdong Taishan Nuclear Power Joint Venture Co Ltd","Guangdong Taishan Nuclear Power Joint Venture Co Ltd",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Taishan 2","http://www.world-nuclear.org/reactor/default.aspx/TAISHAN-2","China","1660 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","Guangdong Taishan Nuclear Power Joint Venture Co Ltd","Guangdong Taishan Nuclear Power Joint Venture Co Ltd",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Takahama 1","http://www.world-nuclear.org/reactor/default.aspx/TAKAHAMA-1","Japan","780 MWe","OPERABLE","Pressurised Water Reactor","Kansai Electric Power Co.","Kansai Electric Power Co.","27 March 1974"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Takahama 2","http://www.world-nuclear.org/reactor/default.aspx/TAKAHAMA-2","Japan","780 MWe","OPERABLE","Pressurised Water Reactor","Kansai Electric Power Co.","Kansai Electric Power Co.","17 January 1975"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Takahama 3","http://www.world-nuclear.org/reactor/default.aspx/TAKAHAMA-3","Japan","830 MWe","OPERABLE","Pressurised Water Reactor","Kansai Electric Power Co.","Kansai Electric Power Co.","9 May 1984"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Takahama 4","http://www.world-nuclear.org/reactor/default.aspx/TAKAHAMA-4","Japan","830 MWe","OPERABLE","Pressurised Water Reactor","Kansai Electric Power Co.","Kansai Electric Power Co.","1 November 1984"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tarapur 1","http://www.world-nuclear.org/reactor/default.aspx/TARAPUR-1","India","150 MWe","OPERABLE","Boiling Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd","1 April 1969"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tarapur 2","http://www.world-nuclear.org/reactor/default.aspx/TARAPUR-2","India","150 MWe","OPERABLE","Boiling Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd","5 May 1969"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tarapur 3","http://www.world-nuclear.org/reactor/default.aspx/TARAPUR-3","India","490 MWe","OPERABLE","Pressurized Heavy Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd","15 June 2006"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tarapur 4","http://www.world-nuclear.org/reactor/default.aspx/TARAPUR-4","India","490 MWe","OPERABLE","Pressurized Heavy Water Reactor","Nuclear Power Corporation Of India Ltd","Nuclear Power Corporation Of India Ltd","4 June 2005"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Temelin 1","http://www.world-nuclear.org/reactor/default.aspx/TEMELIN-1","Czech Republic","1026 MWe","OPERABLE","Pressurised Water Reactor","CEZ","CEZ","21 December 2000"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Temelin 2","http://www.world-nuclear.org/reactor/default.aspx/TEMELIN-2","Czech Republic","1026 MWe","OPERABLE","Pressurised Water Reactor","CEZ","CEZ","29 December 2002"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Three Mile Island 1","http://www.world-nuclear.org/reactor/default.aspx/THREE%20MILE%20ISLAND-1","United States Of America","819 MWe","OPERABLE","Pressurised Water Reactor","Exelon Corporation","Exelon Generation Co., Llc","19 June 1974"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Three Mile Island 2","http://www.world-nuclear.org/reactor/default.aspx/THREE%20MILE%20ISLAND-2","United States Of America","880 MWe","PERMANENT SHUTDOWN","Pressurised Water Reactor","","General Public Utilities (Owned By Firstenergy Corp.)","21 April 1978"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Thtr 300","http://www.world-nuclear.org/reactor/default.aspx/THTR-300","Germany","296 MWe","PERMANENT SHUTDOWN","High Temperature Gas-Cooled Reactor","Hochtemperatur-Kernkraftwerk Gmbh","Hochtemperatur-Kernkraftwerk Gmbh","16 November 1985"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tianwan 1","http://www.world-nuclear.org/reactor/default.aspx/TIANWAN-1","China","990 MWe","OPERABLE","Pressurised Water Reactor","Jiangsu Nuclear Power Corporation","Jiangsu Nuclear Power Corporation","12 May 2006"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tianwan 2","http://www.world-nuclear.org/reactor/default.aspx/TIANWAN-2","China","990 MWe","OPERABLE","Pressurised Water Reactor","Jiangsu Nuclear Power Corporation","Jiangsu Nuclear Power Corporation","14 May 2007"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tianwan 3","http://www.world-nuclear.org/reactor/default.aspx/TIANWAN-3","China","990 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","China National Nuclear Corporation","Jiangsu Nuclear Power Corporation",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tianwan 4","http://www.world-nuclear.org/reactor/default.aspx/TIANWAN-4","China","990 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","China National Nuclear Corporation","Jiangsu Nuclear Power Corporation",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tianwan 5","http://www.world-nuclear.org/reactor/default.aspx/TIANWAN-5","China","1000 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","China National Nuclear Corporation","Jiangsu Nuclear Power Corporation",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tianwan 6","http://www.world-nuclear.org/reactor/default.aspx/TIANWAN-6","China","1000 MWe","UNDER CONSTRUCTION","Pressurised Water Reactor","China National Nuclear Corporation","Jiangsu Nuclear Power Corporation",""
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tihange 1","http://www.world-nuclear.org/reactor/default.aspx/TIHANGE-1","Belgium","962 MWe","OPERABLE","Pressurised Water Reactor","Societe Belgo-Francaise D'Energie Nucleaire Mosane","Electrabel","7 March 1975"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tihange 2","http://www.world-nuclear.org/reactor/default.aspx/TIHANGE-2","Belgium","1008 MWe","OPERABLE","Pressurised Water Reactor","Electrabel","Electrabel","13 October 1982"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tihange 3","http://www.world-nuclear.org/reactor/default.aspx/TIHANGE-3","Belgium","1038 MWe","OPERABLE","Pressurised Water Reactor","Electrabel","Electrabel","15 June 1985"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tokai 1","http://www.world-nuclear.org/reactor/default.aspx/TOKAI-1","Japan","137 MWe","PERMANENT SHUTDOWN","Gas-Cooled Reactor","Japan Atomic Power Co.","Japan Atomic Power Co.","10 November 1965"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tokai 2","http://www.world-nuclear.org/reactor/default.aspx/TOKAI-2","Japan","1060 MWe","OPERABLE","Boiling Water Reactor","Japan Atomic Power Co.","Japan Atomic Power Co.","13 March 1978"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tomari 1","http://www.world-nuclear.org/reactor/default.aspx/TOMARI-1","Japan","550 MWe","OPERABLE","Pressurised Water Reactor","Hokkaido Electric Power Co.,Inc.","Hokkaido Electric Power Co.,Inc.","6 December 1988"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tomari 2","http://www.world-nuclear.org/reactor/default.aspx/TOMARI-2","Japan","550 MWe","OPERABLE","Pressurised Water Reactor","Hokkaido Electric Power Co.,Inc.","Hokkaido Electric Power Co.,Inc.","27 August 1990"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Tomari 3","http://www.world-nuclear.org/reactor/default.aspx/TOMARI-3","Japan","866 MWe","OPERABLE","Pressurised Water Reactor","Hokkaido Electric Power Co.,Inc.","Hokkaido Electric Power Co.,Inc.","20 March 2009"
"http://www.world-nuclear.org/information-library/facts-and-figures/reactor-database.aspx?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A%22700%22%2C%22sort%22%3A%5B%7B%22index.sort_name.exact%22%3A%7B%22order%22%3A%22asc%22%7D%7D%5D%7D","Torness 1","http://www.world-nuclear.org/reactor/default.aspx/TORNESS-1","United Kingdom","590 MWe","OPERABLE","Gas-Cooled Reactor","EDF Energy","EDF Energy","25 May 1988"
